new_agreementnumber	new_effectivedate	new_expirydate	new_settlementdate	new_jurprov	new_jurisdictioncode	new_employeecount	new_naicscodeid_firsttwodigit	new_publicprivate	new_naicscodeid	new_summaryreportavailabilityindicator	new_province	new_provinceenglish	new_provincefrench	new_citynameenglish	new_citynamefrench	new_cityprovincenameenglish	new_cityprovincenamefrench	new_unionid	new_unionnameenglish	new_unionnamefrench	new_affiliationtext	new_unionacronymenglish	new_unionacronymfrench	new_noccodeid	new_name_e	new_name_f	new_companyofficialnameeng	new_companyofficialnamefra	new_currentagreementindicator
13135-04	2015-04-01	2019-03-31	2015-04-01	F20	20	5	91	Public	912910	No	60	Yukon Territory		Whitehorse	Whitehorse	Yukon Territory	Yukon	599	Public Service Alliance of Canada	Alliance de la Fonction publique du Canada	3	CLC	CTC	1411	1411 - General office support workers	1411 - Employés de soutien de bureau généraux/employées de soutien de bureau générales	New Democratic Party Caucus in the Yukon Legislative Assembly	New Democratic Party Caucus in the Yukon Legislative Assembly	Current
13136-05	2014-01-01	2016-12-31	2015-05-12	F20	20	69	91	Public	913910	No	61	Northwest Territories		Fort Simpson	Fort Simpson	Northwest Territories	Territoires du Nord-Ouest	599	Public Service Alliance of Canada	Alliance de la Fonction publique du Canada	3	CLC	CTC	1	1 - Business, finance and administration occupations	1 - Affaires, finance et administration	Village of Fort Simpson	Village of Fort Simpson	Active
13141-03	2013-06-01	2018-05-31	2013-06-01	F20	20	41	48	Private	484110	No	24	Quebec		Montréal	Montréal	Quebec	Québec	420	Teamsters Canada	Teamsters Canada	16	CtW/CLC	CtW/CLC	7511	7511 - Transport truck drivers	7511 - Conducteurs/conductrices de camions de transport	9181-9227 Québec Inc.	9181-9227 Québec Inc.	Current
13145-03	2011-06-01	2017-05-31	2011-06-01	F20	20	10	48	Private	483115	No	24	Quebec		Québec	Québec	Quebec	Québec	643	Canadian Merchant Service Guild	Guilde de la marine marchande du Canada	8	Independent-natl.	Synd. ind. national	2273	2273 - Deck officers, water transport	2273 - Officiers/officières de pont du transport par voies navigables	Desgagnés Marine Petro Inc.	Desgagnés Marine Petro Inc.	Active
13149-04	2012-04-01	2017-03-31	2012-04-15	F20	20	60	48	Private	488119	No	47	Saskatchewan		Saskatoon	Saskatoon	Saskatchewan	Saskatchewan	420	Teamsters Canada	Teamsters Canada	16	CtW/CLC	CtW/CLC	6541	6541 - Security guards and related security service occupations	6541 - Agents/agentes de sécurité et personnel assimilé des services de sécurité	Garda Security Screening Inc. (Saskatoon International Airport)	Garda Security Screening Inc. (Saskatoon International Airport)	Active
13151-05	2015-04-01	2018-03-31	2015-10-04	F20	20	230	48	Private	488119	Yes	35	Ontario		Sarnia	Sarnia	Ontario	Ontario	489	United Steel, Paper and Forestry, Rubber, Manufacturing, Energy, Allied Industrial and Service Workers Intl. Union	Synd. intl. des travailleurs unis en métallurgie, papier, foresterie, caoutchouc, fabrication, énergie, services, etc.	1	AFL-CIO/CLC	FAT-COI/CTC	6541	6541 - Security guards and related security service occupations	6541 - Agents/agentes de sécurité et personnel assimilé des services de sécurité	Garda Security Screening Inc.	Garda Security Screening Inc.	Active
13154-04	2014-08-01	2017-07-31		F20	20	5	48	Private	484110	No	47	Saskatchewan		Regina	Regina	Saskatchewan	Saskatchewan	420	Teamsters Canada	Teamsters Canada	16	CtW/CLC	CtW/CLC	7511	7511 - Transport truck drivers	7511 - Conducteurs/conductrices de camions de transport	Consolidated Fastfrate Inc.	Consolidated Fastfrate Inc.	Active
13161-06	2015-01-01	2018-12-31	2017-07-31	F21	21	78	71	Private	711130	No	35	Ontario		Ottawa	Ottawa	Ontario	Ontario	599	Public Service Alliance of Canada	Alliance de la Fonction publique du Canada	3	CLC	CTC	6541	6541 - Security guards and related security service occupations	6541 - Agents/agentes de sécurité et personnel assimilé des services de sécurité	National Arts Centre Corporation	Société du Centre National des Arts	Current
13163-04	2014-09-01	2017-08-31	2014-09-01	F20	20	20	51	Private	515110	No	35	Ontario		Greater Sudbury / Grand Sudbury	Greater Sudbury / Grand Sudbury	Ontario	Ontario	606	Unifor	Unifor	3	CLC	CTC	5225	5225 - Audio and video recording technicians	5225 - Techniciens/techniciennes en enregistrement audio et vidéo	Newcap Inc. (CHNO-FM)	Newcap Inc. (CHNO-FM)	Active
13164-04	2014-09-01	2017-08-31	2015-02-23	F20	20	4	51	Private	515110	No	35	Ontario		Greater Sudbury / Grand Sudbury	Greater Sudbury / Grand Sudbury	Ontario	Ontario	606	Unifor	Unifor	3	CLC	CTC	5225	5225 - Audio and video recording technicians	5225 - Techniciens/techniciennes en enregistrement audio et vidéo	CJMX-FM (Sudbury), A division of Rogers Broadcasting Ltd.	CJMX-FM (Sudbury), A division of Rogers Broadcasting Ltd.	Active
13169-02	2006-09-01	2010-08-31	2006-09-01	F20	20	2	51	Private	515110	No	35	Ontario		Greater Sudbury / Grand Sudbury	Greater Sudbury / Grand Sudbury	Ontario	Ontario	439	Communications, Energy and Paperworkers Union of Canada	Syndicat canadien des communications, de l'énergie et du papier	3	CLC	CTC	5225	5225 - Audio and video recording technicians	5225 - Techniciens/techniciennes en enregistrement audio et vidéo	Haliburton Broadcasting Group Inc. (CHYC-FM)	Haliburton Broadcasting Group Inc. (CHYC-FM)	Active
13172-05	2015-02-20	2018-02-19		F20	20	7	51	Private	515120	No	12	Nova Scotia		Halifax	Halifax	Nova Scotia	Nouvelle-Écosse	606	Unifor	Unifor	3	CLC	CTC	5225	5225 - Audio and video recording technicians	5225 - Techniciens/techniciennes en enregistrement audio et vidéo	CJCH-TV CTV2 Property of Bell Media Inc.	CJCH-TV CTV2 Property of Bell Media Inc.	Active
13175-04	2015-05-01	2019-04-30	2015-02-24	F20	20	23	48	Private	488119	No	13	New Brunswick		Fredericton	Fredericton	New Brunswick	Nouveau-Brunswick	599	Public Service Alliance of Canada	Alliance de la Fonction publique du Canada	3	CLC	CTC	7315	7315 - Aircraft mechanics and aircraft inspectors	7315 - Mécaniciens/mécaniciennes et contrôleurs/contrôleuses d'aéronefs	Fredericton International Airport Authority Inc.	Fredericton International Airport Authority Inc.	Current
13179-03	2013-07-01	2016-06-30	2013-07-01	F20	20	10	48	Private	483115	No	24	Quebec		Trois-Rivières	Trois-Rivières	Quebec	Québec	489	United Steel, Paper and Forestry, Rubber, Manufacturing, Energy, Allied Industrial and Service Workers Intl. Union	Synd. intl. des travailleurs unis en métallurgie, papier, foresterie, caoutchouc, fabrication, énergie, services, etc.	1	AFL-CIO/CLC	FAT-COI/CTC	2273	2273 - Deck officers, water transport	2273 - Officiers/officières de pont du transport par voies navigables	Océan Remorquage Trois-Rivières Inc.	Océan Remorquage Trois-Rivières inc.	Active
13180-03	2014-03-30	2019-04-06	2016-05-26	F20	20	9	48	Private	483115	No	24	Quebec		Trois-Rivières	Trois-Rivières	Quebec	Québec	390	Seafarers' International Union of Canada	Syndicat international des marins du Canada	1	AFL-CIO/CLC	FAT-COI/CTC	6742	6742 - Other service support occupations, n.e.c.	6742 - Autre personnel de soutien en service, n.c.a.	Océan Remorquages Trois-Rivières Inc.	Océan Remorquages Trois-Rivières Inc.	Current
13182-03	2011-06-01	2016-05-31	2011-06-01	F20	20	50	48	Private	483116	No	99	Multiprovince		Province wide	à l'échelle de la province	Ontario	Ontario	643	Canadian Merchant Service Guild	Guilde de la marine marchande du Canada	8	Independent-natl.	Synd. ind. national	2274	2274 - Engineer officers, water transport	2274 - Officiers mécaniciens/officières mécaniciennes du transport par voies navigables	Algoma Central Corporation	Algoma Central Corporation	Active
13183-03	2011-06-01	2016-05-31	2011-06-01	F20	20	72	48	Private	483116	No	99	Multiprovince		Province wide	à l'échelle de la province	Quebec	Québec	643	Canadian Merchant Service Guild	Guilde de la marine marchande du Canada	8	Independent-natl.	Synd. ind. national	2274	2274 - Engineer officers, water transport	2274 - Officiers mécaniciens/officières mécaniciennes du transport par voies navigables	V. Ships Canada Inc. / Division of the CSL Group Inc.	V. Ships Canada Inc. / Division of the CSL Group Inc.	Active
13189-04	2017-01-01	2021-12-31	2017-08-24	F20	20	10	48	Private	484121	No	24	Quebec		Vaudreuil-Dorion	Vaudreuil-Dorion	Quebec	Québec	420	Teamsters Canada	Teamsters Canada	16	CtW/CLC	CtW/CLC	7511	7511 - Transport truck drivers	7511 - Conducteurs/conductrices de camions de transport	UBA Inc.	UBA Inc.	Current
13196-04	2016-04-01	2019-03-31		F20	20	45	48	Private	481110	No	35	Ontario		Province wide	à l'échelle de la province	Ontario	Ontario	270	International Association of Machinists and Aerospace Workers	Association internationale des machinistes et des travailleurs et travailleuses de l'aérospatiale	1	AFL-CIO/CLC	FAT-COI/CTC	7315	7315 - Aircraft mechanics and aircraft inspectors	7315 - Mécaniciens/mécaniciennes et contrôleurs/contrôleuses d'aéronefs	Signature Flight Support Canada, Ltd. (a BBA Aviation company)	Signature Flight Support Canada, Ltd. (a BBA Aviation company)	Current
13197-05	2015-08-16	2018-08-15	2015-11-04	F20	20	230	48	Private	484110	Yes	35	Ontario		Brampton	Brampton	Ontario	Ontario	489	United Steel, Paper and Forestry, Rubber, Manufacturing, Energy, Allied Industrial and Service Workers Intl. Union	Synd. intl. des travailleurs unis en métallurgie, papier, foresterie, caoutchouc, fabrication, énergie, services, etc.	1	AFL-CIO/CLC	FAT-COI/CTC	7511	7511 - Transport truck drivers	7511 - Conducteurs/conductrices de camions de transport	CEVA Logistics Canada, ULC	CEVA Logistics Canada, ULC	Current
13201-05	2014-02-01	2017-01-31	2013-12-09	F20	20	40	48	Private	484121	No	24	Quebec		Dudswell	Dudswell	Quebec	Québec	2757	Association des employés de Transport L. Breton Ltée	Association des employés de Transport L. Breton Ltée	9	Independent-local	Synd. ind. local	7511	7511 - Transport truck drivers	7511 - Conducteurs/conductrices de camions de transport	L.Breton Transport Ltée	L.Breton Transport Ltée	Active
13204-05	2015-04-01	2018-03-31	2015-08-07	F20	20	15	56	Private	561612	No	24	Quebec		Sept-Îles	Sept-Îles	Quebec	Québec	489	United Steel, Paper and Forestry, Rubber, Manufacturing, Energy, Allied Industrial and Service Workers Intl. Union	Synd. intl. des travailleurs unis en métallurgie, papier, foresterie, caoutchouc, fabrication, énergie, services, etc.	1	AFL-CIO/CLC	FAT-COI/CTC	6541	6541 - Security guards and related security service occupations	6541 - Agents/agentes de sécurité et personnel assimilé des services de sécurité	Securitas Transport Aviation Security Ltd.	Securitas Transport Aviation Security Ltd.	Active
13209-04	2014-11-28	2018-10-31	2014-11-28	F20	20	90	51	Public	517910	No	24	Quebec		Lévis	Lévis	Quebec	Québec	606	Unifor	Unifor	3	CLC	CTC	223	223 - Technical occupations in civil, mechanical and industrial engineering	223 - Personnel technique en génie civil, mécanique et industriel	Henri Sicotte Inc.	Henri Sicotte Inc.	Current
13210-04	2013-02-11	2014-08-31	2013-02-11	F11	11	37	91	Public	911910	No	35	Ontario		Ottawa	Ottawa	Ontario	Ontario	599	Public Service Alliance of Canada	Alliance de la Fonction publique du Canada	3	CLC	CTC	5111	5111 - Librarians	5111 - Bibliothécaires	Library of Parliament (Library Science)	Bibliothèque du Parlement (Bibliothéconomie)	Active
13214-07	2016-04-01	2018-03-31	2016-09-20	F20	20	140	91	Public	913130	Yes	35	Ontario		Thunder Bay	Thunder Bay	Ontario	Ontario	599	Public Service Alliance of Canada	Alliance de la Fonction publique du Canada	3	CLC	CTC	4311	4311 - Police officers (except commissioned)	4311 - Policiers/policières (sauf cadres supérieurs)	Nishnawbe-Aski Police Service	Nishnawbe-Aski Police Service	Active
13218-04	2015-03-01	2019-02-28	2015-03-01	F20	20	78	48	Private	484110	No	35	Ontario		Niagara Falls	Niagara Falls	Ontario	Ontario	420	Teamsters Canada	Teamsters Canada	16	CtW/CLC	CtW/CLC	7511	7511 - Transport truck drivers	7511 - Conducteurs/conductrices de camions de transport	Modern Landfill	Modern Landfill	Current
13223-04	2016-01-01	2018-12-31		F20	20	22	48	Private	488119	No	13	New Brunswick		Saint John	Saint John	New Brunswick	Nouveau-Brunswick	599	Public Service Alliance of Canada	Alliance de la Fonction publique du Canada	3	CLC	CTC	4312	4312 - Firefighters	4312 - Pompiers/pompières	Saint John Airport Inc.	Saint John Airport Inc.	Current
13224-04	2014-03-22	2017-03-21	2014-03-22	F20	20	15	51	Public	515110	No	13	New Brunswick		Shediac	Shediac	New Brunswick	Nouveau-Brunswick	606	Unifor	Unifor	3	CLC	CTC	5225	5225 - Audio and video recording technicians	5225 - Techniciens/techniciennes en enregistrement audio et vidéo	Radio Beauséjour Inc.	Radio Beauséjour Inc.	Active
13226-03	2014-01-01	2018-12-31	2014-01-01	F20	20	25	48	Private	488119	No	35	Ontario		Thunder Bay	Thunder Bay	Ontario	Ontario	599	Public Service Alliance of Canada	Alliance de la Fonction publique du Canada	3	CLC	CTC	1211	1211 - Supervisors, general office and administrative support workers	1211 - Superviseurs/superviseures de commis de bureau et du personnel de soutien administratif	Thunder Bay International Airports Authority Inc.	Thunder Bay International Airports Authority Inc.	Current
13230-06	2016-04-01	2024-09-30	2014-10-31	F20	20	3000	48	Private	481110	Yes	99	Multiprovince		Canada wide	à l'échelle du Canada	Multiprovince	Multiprovince	507	Air Canada Pilots Association	Association des pilotes d'Air Canada	8	Independent-natl.	Synd. ind. national	2271	2271 - Air pilots, flight engineers and flying instructors	2271 - Pilotes, navigateurs/navigatrices et instructeurs/instructrices de pilotage du transport aéri	Air Canada	Air Canada	Current
13231-06	2015-03-01	2020-02-28	2015-06-25	F20	20	4100	48	Private	481110	Yes	99	Multiprovince		Canada wide	à l'échelle du Canada	Multiprovince	Multiprovince	606	Unifor	Unifor	3	CLC	CTC	655	655 - Customer and information services representatives	655 - Représentants/représentantes du service à la clientèle et de l'information	Air Canada	Air Canada	Current
13232-04	2013-02-21	2017-12-31	2009-06-16	F20	20	25	48	Private	484121	No	24	Quebec		Montréal	Montréal	Quebec	Québec	439	Communications, Energy and Paperworkers Union of Canada	Syndicat canadien des communications, de l'énergie et du papier	3	CLC	CTC	7511	7511 - Transport truck drivers	7511 - Conducteurs/conductrices de camions de transport	Clarke Transport Inc.	Clarke Transport Inc.	Active
13233-05	2012-03-31	2017-03-31		F20	20	46	48	Private	481214	No	48	Alberta		Improvement District No. 24 Wood Buffalo	Improvement District No. 24 Wood Buffalo	Alberta	Alberta	600	Canadian Union of Public Employees	Syndicat canadien de la fonction publique	3	CLC	CTC	7315	7315 - Aircraft mechanics and aircraft inspectors	7315 - Mécaniciens/mécaniciennes et contrôleurs/contrôleuses d'aéronefs	Fort McMurray Airport Authority	Fort McMurray Airport Authority	Active
13234-03	2011-06-01	2016-05-31	2011-06-01	F20	20	64	48	Private	483115	No	35	Ontario		St. Catharines	St. Catharines	Ontario	Ontario	643	Canadian Merchant Service Guild	Guilde de la marine marchande du Canada	8	Independent-natl.	Synd. ind. national	2273	2273 - Deck officers, water transport	2273 - Officiers/officières de pont du transport par voies navigables	V. Ships Canada / Canada Steamship Lines, a Division of the CSL Group Inc.	V. Ships Canada / Canada Steamship Lines, a Division of the CSL Group Inc.	Active
13235-06	2016-04-01	2026-03-31	2016-01-22	F20	20	8600	48	Private	481110	Yes	99	Multiprovince		Canada wide	à l'échelle du Canada	Multiprovince	Multiprovince	270	International Association of Machinists and Aerospace Workers	Association internationale des machinistes et des travailleurs et travailleuses de l'aérospatiale	1	AFL-CIO/CLC	FAT-COI/CTC	7315	7315 - Aircraft mechanics and aircraft inspectors	7315 - Mécaniciens/mécaniciennes et contrôleurs/contrôleuses d'aéronefs	Air Canada	Air Canada	Current
13236-06	2016-04-01	2026-03-31	2016-05-25	F20	20	180	48	Private	481110	Yes	99	Multiprovince		Canada wide	à l'échelle du Canada	Multiprovince	Multiprovince	270	International Association of Machinists and Aerospace Workers	Association internationale des machinistes et des travailleurs et travailleuses de l'aérospatiale	1	AFL-CIO/CLC	FAT-COI/CTC	11	11 - Professional occupations in business and finance	11 - Personnel professionnel en gestion des affaires et en finance	Air Canada	Air Canada	Current
13238-04	2014-11-25	2018-04-24	2014-11-25	F20	20	75	48	Private	484121	No	24	Quebec		Montréal	Montréal	Quebec	Québec	420	Teamsters Canada	Teamsters Canada	16	CtW/CLC	CtW/CLC	7511	7511 - Transport truck drivers	7511 - Conducteurs/conductrices de camions de transport	Transport Kingsway Bulk Division	Transport Kingsway Division Vrac	Active
13239-03	2011-06-01	2016-05-31	2011-06-01	F20	20	71	48	Private	483115	No	35	Ontario		Sault Ste. Marie	Sault Ste. Marie	Ontario	Ontario	643	Canadian Merchant Service Guild	Guilde de la marine marchande du Canada	8	Independent-natl.	Synd. ind. national	2273	2273 - Deck officers, water transport	2273 - Officiers/officières de pont du transport par voies navigables	Algoma Central Corporation	Algoma Central Corporation	Active
